port,Balanced200,FairUnbalanced200,Unbalanced200
baton_rouge,0.535875,0.535875,0.5145416666666667
new_orleans,0.523975,0.5239499999999999,0.50715
south_louisiana,0.535875,0.535875,0.5145416666666667
gulfport,0.4564375,0.4564375,0.4176875
