exp,tag,port,seed,success_rate,avg_reward,file
Unbalanced200,flw_20250821_060608_Unbalanced200_8_8_vs_2_2,gulfport,42,0.41875,21.756573335143965,reports/FLW_flw_20250821_060608_Unbalanced200_8_8_vs_2_2/nightly/forced_gulfport_seed42.json
Unbalanced200,flw_20250821_060608_Unbalanced200_8_8_vs_2_2,new_orleans,123,0.506,26.71456866860531,reports/FLW_flw_20250821_060608_Unbalanced200_8_8_vs_2_2/nightly/forced_new_orleans_seed123.json
Unbalanced200,flw_20250821_060608_Unbalanced200_8_8_vs_2_2,new_orleans,2025,0.50825,26.802999395692712,reports/FLW_flw_20250821_060608_Unbalanced200_8_8_vs_2_2/nightly/forced_new_orleans_seed2025.json
Unbalanced200,flw_20250821_060608_Unbalanced200_8_8_vs_2_2,new_orleans,2718,0.51025,26.76121546692917,reports/FLW_flw_20250821_060608_Unbalanced200_8_8_vs_2_2/nightly/forced_new_orleans_seed2718.json
Unbalanced200,flw_20250821_060608_Unbalanced200_8_8_vs_2_2,new_orleans,31415,0.5065,26.730625632539553,reports/FLW_flw_20250821_060608_Unbalanced200_8_8_vs_2_2/nightly/forced_new_orleans_seed31415.json
Unbalanced200,flw_20250821_060608_Unbalanced200_8_8_vs_2_2,new_orleans,42,0.50475,26.855066219145577,reports/FLW_flw_20250821_060608_Unbalanced200_8_8_vs_2_2/nightly/forced_new_orleans_seed42.json
Unbalanced200,flw_20250821_060608_Unbalanced200_8_8_vs_2_2,south_louisiana,123,0.5064583333333333,29.08669592742482,reports/FLW_flw_20250821_060608_Unbalanced200_8_8_vs_2_2/nightly/forced_south_louisiana_seed123.json
Unbalanced200,flw_20250821_060608_Unbalanced200_8_8_vs_2_2,south_louisiana,2025,0.5022916666666667,29.024940667781696,reports/FLW_flw_20250821_060608_Unbalanced200_8_8_vs_2_2/nightly/forced_south_louisiana_seed2025.json
Unbalanced200,flw_20250821_060608_Unbalanced200_8_8_vs_2_2,south_louisiana,2718,0.5160416666666666,29.40154810815254,reports/FLW_flw_20250821_060608_Unbalanced200_8_8_vs_2_2/nightly/forced_south_louisiana_seed2718.json
Unbalanced200,flw_20250821_060608_Unbalanced200_8_8_vs_2_2,south_louisiana,31415,0.52875,29.640223908940218,reports/FLW_flw_20250821_060608_Unbalanced200_8_8_vs_2_2/nightly/forced_south_louisiana_seed31415.json
Unbalanced200,flw_20250821_060608_Unbalanced200_8_8_vs_2_2,south_louisiana,42,0.5191666666666667,29.468748960199015,reports/FLW_flw_20250821_060608_Unbalanced200_8_8_vs_2_2/nightly/forced_south_louisiana_seed42.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,baton_rouge,123,0.53375,32.795752981731866,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_baton_rouge_seed123.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,baton_rouge,2025,0.530625,32.68831977718523,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_baton_rouge_seed2025.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,baton_rouge,2718,0.535625,32.87146652122721,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_baton_rouge_seed2718.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,baton_rouge,31415,0.5372916666666666,32.856883157550776,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_baton_rouge_seed31415.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,baton_rouge,42,0.5420833333333334,32.92070180599318,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_baton_rouge_seed42.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,gulfport,123,0.4525,22.72578410833366,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_gulfport_seed123.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,gulfport,2025,0.444375,22.504377424255058,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_gulfport_seed2025.json
FairUnbalanced200,flw_20250821_061455_epMix_fair_unbalanced200,gulfport,2718,0.460625,22.908126574665875,reports/FLW_flw_20250821_061455_epMix_fair_unbalanced200/nightly/forced_gulfport_seed2718.json
