port,Balanced200,FairUnbalanced200,Unbalanced200,FairGain_abs,FairGain_rel_%
baton_rouge,0.5298611111111111,0.53,0.5190277777777778,0.010972222222222272,2.1139951833021238
new_orleans,0.5258333333333334,0.526,0.4999166666666667,0.026083333333333347,5.217536256042677
south_louisiana,0.5298611111111111,0.53,0.5190277777777778,0.010972222222222272,2.1139951833021238
gulfport,0.4604166666666667,0.4604166666666667,0.4287499999999999,0.03166666666666679,7.3858114674441495
