tag,mean,std
flw_20250821_055747_Balance200,0.4564375,0.010963362280796897
flw_20250821_060608_Unbalanced200_8_8_vs_2_2,0.4176875,0.007069686609037213
flw_20250821_061455_epMix_fair_unbalanced200,0.4564375,0.010963362280796897
